Timestamp,Temperature (°C),Humidity (%),MQ2 (%),MQ5 (%),MQ135 (%)
8/12/2024 10:00,26.6,65.6,42.7,25.1,26.6
8/12/2024 11:00,27.7,69.6,26.4,43.5,63.7
8/12/2024 12:00,33.2,66.5,43.1,20.8,46.5
8/12/2024 13:00,24.7,31.8,15.8,56.8,68.3
8/12/2024 14:00,35,30.6,36.9,44.7,64.4
8/12/2024 15:00,31.5,68.5,42.4,2.3,36.1
8/12/2024 16:00,34.9,44.1,14.6,43.3,43.8
8/12/2024 17:00,22.9,59.4,35.5,54,56.7
8/12/2024 18:00,30.6,64,46.4,52.5,42.4
8/12/2024 19:00,25.1,36.9,47.9,54.6,22.7
8/12/2024 20:00,27.2,63.6,3.7,33.2,21.9
8/12/2024 21:00,27.8,67.9,41.9,21.3,8.2
8/12/2024 22:00,24.4,70,21.6,21.3,33.9
8/12/2024 23:00,26,44.9,41.3,49.2,41
8/13/2024 0:00,33.1,53.9,46.5,30.1,10.2
8/13/2024 1:00,26.1,45.4,34.1,56.8,8.6
8/13/2024 2:00,27.4,50.5,34.9,48.8,28.5
8/13/2024 3:00,28.9,38.2,26.2,56.3,60.3
8/13/2024 4:00,22,37,38,19.6,45.8
8/13/2024 5:00,26.6,57.9,44,46.3,5.9
8/13/2024 6:00,23.6,66.9,8,33.9,32.6
8/13/2024 7:00,27.5,60.3,40.2,39.6,26.6
8/13/2024 8:00,33,36.9,42.5,45.9,28.9
8/13/2024 9:00,34.1,36.3,44.9,20.4,32.9
8/13/2024 10:00,25.7,47.7,9,37.1,58.2
8/13/2024 11:00,30.2,67.2,44.7,35.2,39.1
8/13/2024 12:00,28.8,53,21.6,39.5,24.8
8/13/2024 13:00,20.2,33.2,49.1,7.7,68.5
8/13/2024 14:00,32.9,60.2,23,1.4,11.4
8/13/2024 15:00,30,55.5,4.4,24.1,3.5
8/13/2024 16:00,21.3,54.4,9,22.8,12.5
8/13/2024 17:00,25.9,37.1,49,35.9,1.4
8/13/2024 18:00,31.3,64.9,41.7,14.7,43.8
8/13/2024 19:00,20.6,35.9,42.9,19.4,18
8/13/2024 20:00,21.3,45.8,36.2,5.9,67
8/13/2024 21:00,34.3,33.8,31.2,34.7,62.6
8/13/2024 22:00,29.5,54.5,29.4,22.1,18.2
8/13/2024 23:00,20.5,39.6,3.6,32.4,54.1
8/14/2024 0:00,21.2,48.5,35.3,53,58.2
8/14/2024 1:00,20.4,52.3,16.3,33.7,30.6
8/14/2024 2:00,34.9,38.3,38.8,33.3,48.9
8/14/2024 3:00,34,58.4,33.4,13.5,6.8
8/14/2024 4:00,24.1,52.6,9.2,57.5,66.1
8/14/2024 5:00,33.3,33.8,21.7,31.7,43.3
8/14/2024 6:00,22.6,35.4,22,8,29.6
8/14/2024 7:00,20.7,36.9,7.8,0.9,5.6
8/14/2024 8:00,28.6,34,16.7,6.5,28.3
8/14/2024 9:00,20.4,60.2,25.8,14.4,17
8/14/2024 10:00,31.1,35.9,12.1,5.7,69.6
8/14/2024 11:00,32.2,59.3,13.1,44,67.8
8/14/2024 12:00,21.3,50.6,44.2,17.8,31.5
8/14/2024 13:00,29.8,44.5,5.8,22.5,17.6
8/14/2024 14:00,28.1,31.4,27.6,48.1,53.4
8/14/2024 15:00,21.4,34.3,28.1,0.8,48.8
8/14/2024 16:00,28.7,37,39.5,25.1,66.4
8/14/2024 17:00,33.5,63,13.4,42.6,12.4
8/14/2024 18:00,33,67.7,32.7,28,15.9
8/14/2024 19:00,23,44.6,36.1,38.3,40.9
8/14/2024 20:00,29.7,49.4,39.4,36.4,13.7
8/14/2024 21:00,32,49.9,27.2,55.2,63.1
8/14/2024 22:00,23.5,42.2,1.4,56.7,66.2
8/14/2024 23:00,20.6,60.2,32.7,10.7,61
8/15/2024 0:00,23.6,62.4,22.8,2.7,64.8
8/15/2024 1:00,23.5,32.9,4.5,55.8,59.2
8/15/2024 2:00,27.8,44.4,27,0.1,6.6
8/15/2024 3:00,33.2,59.7,36,29.2,48.5
8/15/2024 4:00,29.9,61.8,36.3,55.4,27.6
8/15/2024 5:00,34,46.8,12.5,6.7,59.7
8/15/2024 6:00,27.8,51.5,30.5,50.3,16.8
8/15/2024 7:00,21,60.5,5.3,4,37.3
8/15/2024 8:00,26.6,36.6,14.4,26.9,20.6
8/15/2024 9:00,24.3,49.7,37.7,15.4,4.5
8/15/2024 10:00,22.9,64,6.6,8.1,36.9
8/15/2024 11:00,28.7,42.6,7.4,15.4,51.8
8/15/2024 12:00,24.1,40.5,38.9,19.9,65.5
8/15/2024 13:00,33.1,47.3,18.6,4.7,23
8/15/2024 14:00,20.7,39.5,25.8,58.3,31.1
8/15/2024 15:00,24.5,61,35.9,18.7,28.5
8/15/2024 16:00,27.6,69.2,34.8,35.4,25.1
8/15/2024 17:00,34.8,52.5,42.7,54.1,44.6
8/15/2024 18:00,29.3,40.5,43.7,51.7,68.2
8/15/2024 19:00,23.8,63.7,2.9,15.5,13.4
8/15/2024 20:00,29.4,66.5,10.6,46.8,11.4
8/15/2024 21:00,26.6,41.4,44.7,53.2,64.4
8/15/2024 22:00,34.7,39.2,38.7,37.3,63.2
8/15/2024 23:00,25.7,62.5,21.8,24.4,20.3
8/16/2024 0:00,27.7,46.3,26.5,32.5,44.3
8/16/2024 1:00,21.1,65.4,29.7,4,25.5
8/16/2024 2:00,23.9,45.8,13.4,19.1,18.2
8/16/2024 3:00,33.6,66.3,3.4,23.4,24
8/16/2024 4:00,24,38.8,3.4,20.8,5.9
8/16/2024 5:00,27.9,46.4,46.7,41.9,20.8
8/16/2024 6:00,25.5,33.3,17.5,38.9,66.5
8/16/2024 7:00,30.2,49.1,13.4,8.9,55
8/16/2024 8:00,28.5,58.1,29.3,24.3,3.6
8/16/2024 9:00,30.1,54.9,16.7,30,36
8/16/2024 10:00,32.1,30.7,45.9,12.3,21.3
8/16/2024 11:00,33.4,67.8,37.5,46,11
8/16/2024 12:00,21.1,40.2,34.7,32.5,15.1
8/16/2024 13:00,28.5,50.3,35.7,58.6,18.7
8/16/2024 14:00,22.5,58.2,35.6,56.1,61.7
8/16/2024 15:00,20.4,65.5,36.6,2,7.3
8/16/2024 16:00,29.6,61.7,2.1,42.2,5.2
8/16/2024 17:00,23.2,40.7,45.4,56.8,10.6
8/16/2024 18:00,32.2,33,6.7,18.6,66.5
8/16/2024 19:00,22.2,30.2,26.2,3.3,51.6
8/16/2024 20:00,26.8,39.2,20.1,52.3,49.2
8/16/2024 21:00,31.5,64.2,10.8,0.7,38.2
8/16/2024 22:00,20.7,58.4,1.9,43.7,32
8/16/2024 23:00,24.3,33,2.7,43.6,18.3
8/17/2024 0:00,21.8,34.3,3.7,2.3,59.5
8/17/2024 1:00,32.5,50.5,4.5,54.8,7
8/17/2024 2:00,28.8,42.9,18.4,1.2,40.4
8/17/2024 3:00,25.8,46.5,16.8,46,13
8/17/2024 4:00,25.7,33.8,9.3,18.7,34.6
8/17/2024 5:00,29,52.6,47.4,36.7,15.1
8/17/2024 6:00,24,51.5,8.8,6.5,5
8/17/2024 7:00,20.1,31.7,25.5,38,54.1
8/17/2024 8:00,28.5,52.6,10.2,49.8,57
8/17/2024 9:00,30,57.1,19.8,13,12.8
8/17/2024 10:00,29.3,38.9,14.2,58.3,50.3
8/17/2024 11:00,26.3,46.7,36.9,39.6,23.2
8/17/2024 12:00,22.8,69.7,38,1.7,58.9
8/17/2024 13:00,26.3,57.6,46.7,16.9,39.8
8/17/2024 14:00,31.3,50.3,49.5,49,1.6
8/17/2024 15:00,24.9,69.5,32.1,50.7,19.6
8/17/2024 16:00,31,59.6,23.4,26.1,61
8/17/2024 17:00,30.2,36.4,24.4,34.5,32.7
8/17/2024 18:00,25.2,55.6,23,28.6,68.1
8/17/2024 19:00,30.5,52,28,3.9,33
8/17/2024 20:00,32.5,34.5,44.5,16.9,22.2
8/17/2024 21:00,24.3,34.6,31.4,13.1,23.4
8/17/2024 22:00,34.1,61.9,45.8,49.7,22
8/17/2024 23:00,27.9,42.5,26.9,9.3,15.7
8/18/2024 0:00,32.9,44.7,1,34.6,12
8/18/2024 1:00,29.5,50.9,49.9,42.2,22.8
8/18/2024 2:00,27.4,55.2,13.3,56.1,31.9
8/18/2024 3:00,34.4,60.3,5,24.3,69.2
8/18/2024 4:00,33.1,64.3,33.1,6.8,67.5
8/18/2024 5:00,25,49.7,39.8,35.3,19.9
8/18/2024 6:00,22.6,49.9,47.6,47,32.5
8/18/2024 7:00,20.9,36.5,24.4,53.4,32.6
8/18/2024 8:00,26.6,67.9,30.4,18.7,5
8/18/2024 9:00,24.9,36.4,5,41,48.2
8/18/2024 10:00,26.4,54.8,27.6,22.3,41.9
8/18/2024 11:00,24.5,46.1,49.9,13.5,65.5
8/18/2024 12:00,21.8,61.6,2.4,1.4,44.1
8/18/2024 13:00,21.3,49.4,13.2,56.1,1.1
8/18/2024 14:00,33.9,66.7,45.3,21.6,53.7
8/18/2024 15:00,21,41.3,27.6,19.9,37.7
8/18/2024 16:00,22.6,51.7,45.3,20.4,4.3
8/18/2024 17:00,33.4,58.4,12.2,25.5,17.5
8/18/2024 18:00,23,51.3,25.7,40,64.4
8/18/2024 19:00,29.4,69,6.4,31.2,21.2
8/18/2024 20:00,25.4,64.7,18.1,45.3,16.4
8/18/2024 21:00,26.7,35.8,17.2,35.5,7.4
8/18/2024 22:00,28.9,42.9,41.6,13.4,10
8/18/2024 23:00,22.4,59,12.3,21.7,31.9
8/19/2024 0:00,31.8,37.7,10.5,31.7,64.1
8/19/2024 1:00,28.1,52.4,1.4,5.6,20.7
8/19/2024 2:00,26.6,43.8,23.9,49.2,31.6
8/19/2024 3:00,33.6,58.8,29.1,8.1,25.8
8/19/2024 4:00,20.2,63.4,38.4,52.5,52.7
8/19/2024 5:00,27.4,50.6,5.5,52.1,52.4
8/19/2024 6:00,34.6,52.3,37.5,49.2,14.4
8/19/2024 7:00,26.6,64.9,4.6,2.8,31.4
8/19/2024 8:00,20.6,31.5,34.9,19.2,49.1
8/19/2024 9:00,21.9,53,6.7,37.9,62.1
8/19/2024 10:00,31.4,41,7.6,30.4,4.2
8/19/2024 11:00,32.5,57,21.5,27.7,48
8/19/2024 12:00,21.1,68.1,47.2,51.1,63.9
8/19/2024 13:00,20,35.6,29.2,2.5,8.5
8/19/2024 14:00,22.1,52.2,27.3,25.5,23.8
8/19/2024 15:00,32.2,46.2,44.4,52.6,41.6
8/19/2024 16:00,25.9,37.2,16.4,9.5,13.9
8/19/2024 17:00,29.4,68,31.1,15.3,2
8/19/2024 18:00,21.5,56.5,24.7,16.4,38.9
8/19/2024 19:00,34.6,66.3,23,4.6,18.3
8/19/2024 20:00,21.2,32.3,1,24.3,35.9
8/19/2024 21:00,29.3,43.1,28.3,37.4,1
8/19/2024 22:00,32.2,66.6,8.1,29.5,45.2
8/19/2024 23:00,29.4,33.3,4.7,21.9,54.2
8/20/2024 0:00,24.6,54.6,3.3,51.7,5.6
8/20/2024 1:00,30.1,61.6,19.7,40.2,67.6
8/20/2024 2:00,32,57.2,42.9,59.6,29
8/20/2024 3:00,25.7,33.6,44.8,55.7,55.5
8/20/2024 4:00,31.2,64.7,29.6,36.7,66.2
8/20/2024 5:00,22.9,58.3,35,54.6,67.8
8/20/2024 6:00,22.3,32.7,38.3,2.4,26.1
8/20/2024 7:00,22.7,61.8,45.5,36.9,14.3
8/20/2024 8:00,20.8,66,24.7,32.8,67.1
8/20/2024 9:00,20.2,36.8,31.6,15.8,22.7
8/20/2024 10:00,29.9,45,44.2,37.2,37
8/20/2024 11:00,22.3,30.1,3.9,24.9,59.4
8/20/2024 12:00,28.9,63.8,38.1,0.8,18
8/20/2024 13:00,27.8,36.4,15.2,58.2,48.9
8/20/2024 14:00,32.5,65.2,40.8,16.8,58.5
8/20/2024 15:00,34.4,58.9,18.5,59.9,67.9
8/20/2024 16:00,27.6,69.4,49.9,37.7,33.1
8/20/2024 17:00,31.9,57.9,19.2,10.5,24.3
8/20/2024 18:00,23.3,40.1,47.2,55,30.9
8/20/2024 19:00,23.9,57.9,12.1,38.4,63.1
8/20/2024 20:00,29.9,45.3,28.9,52.8,58
8/20/2024 21:00,24.5,62.4,33.3,24.4,24.9
8/20/2024 22:00,32.6,63.9,43.9,17.4,1.4
8/20/2024 23:00,27.5,41.3,24.6,46.2,58.9
8/21/2024 0:00,29,65.8,2.1,16.8,27.2
8/21/2024 1:00,32.9,38.5,15.6,30.3,54.3
8/21/2024 2:00,28.2,49.3,34.2,18.8,38.3
8/21/2024 3:00,24.5,37.1,22,46,68.6
8/21/2024 4:00,25.1,45.4,41.9,54,61
8/21/2024 5:00,25.7,69.4,19.2,41.3,58.8
8/21/2024 6:00,33.3,51.6,24.1,35,51.2
8/21/2024 7:00,20.3,51.5,4.6,28.8,21.1
8/21/2024 8:00,34.8,36.3,4.9,59.2,8.7
8/21/2024 9:00,34.3,43.5,38.5,19.2,28.7
8/21/2024 10:00,31.7,60,47.3,8.9,65
8/21/2024 11:00,26.6,36.4,15.6,48.1,12.1
8/21/2024 12:00,23.3,56.7,46.6,46.7,41.8
8/21/2024 13:00,34.4,61.9,14.9,11.1,3.7
8/21/2024 14:00,24.8,61.8,40.2,39.9,69.1
8/21/2024 15:00,31.8,56.8,17.5,14,42.3
8/21/2024 16:00,21.4,45.4,9.6,44.3,32.4
8/21/2024 17:00,28.9,48.5,26.9,18.2,35
8/21/2024 18:00,26.1,42.8,39,30.1,63.4
8/21/2024 19:00,28.8,45,25.4,3.7,48.8
8/21/2024 20:00,33.7,70,26.7,1.3,67.3
8/21/2024 21:00,32.7,36.5,27.4,19.4,69.1
8/21/2024 22:00,27.9,48.6,8.1,6,69.7
8/21/2024 23:00,31.2,65.1,13.5,46.5,55.5
8/22/2024 0:00,21.3,54.4,22.2,29.4,36.3
8/22/2024 1:00,30.1,54.2,31.1,23.6,11.5
8/22/2024 2:00,22.3,31.1,31,28.4,68.6
8/22/2024 3:00,20.6,45.1,48.5,17.6,40.9
8/22/2024 4:00,24.8,51.4,10.2,31.1,4.7
8/22/2024 5:00,21.4,57,28.4,56.2,11
8/22/2024 6:00,31.8,64.7,7.7,40.7,41.9
8/22/2024 7:00,26.9,39.1,34.3,29.5,29.4
8/22/2024 8:00,22.3,48.4,49.2,19,56.1
8/22/2024 9:00,26.5,69.2,31.6,53,25.9
8/22/2024 10:00,21.5,33.5,35.3,45.7,16.3
8/22/2024 11:00,32.6,44.2,12,18.6,40.4
8/22/2024 12:00,34.1,43.8,18.5,53.3,69.7
8/22/2024 13:00,25.8,66.8,10.9,46.3,18.6
8/22/2024 14:00,29.6,34.4,40.9,23.2,35.1
8/22/2024 15:00,22.5,39.2,39.9,6.1,18.1
8/22/2024 16:00,22.8,68,8.7,58.4,38.3
8/22/2024 17:00,29.3,43.6,7.2,2.1,46.9
8/22/2024 18:00,32.4,35.6,20.2,38,63.7
8/22/2024 19:00,25.8,44.4,31.9,53,27.1
8/22/2024 20:00,26.2,58.4,16.1,39,69.3
8/22/2024 21:00,33.4,68,21,25.3,3
8/22/2024 22:00,25.7,61.6,8.4,8.5,20.5
8/22/2024 23:00,24.4,45.6,41.9,30.4,43.5
8/23/2024 0:00,29,54.4,2.5,35,67.3
8/23/2024 1:00,29.3,48.2,36,17.5,13.8
8/23/2024 2:00,25.4,62.1,19.7,40.4,60.4
8/23/2024 3:00,31.1,62.5,9.7,22.6,37.8
8/23/2024 4:00,29.7,30.1,48.5,59.6,17.7
8/23/2024 5:00,23.4,49.3,22.4,39.7,51.4
8/23/2024 6:00,24.3,41.6,33.9,34.4,16.3
8/23/2024 7:00,23.6,36.3,22.7,49.4,9.4
8/23/2024 8:00,26,39.1,49.1,4.9,37.9
8/23/2024 9:00,31.3,69.5,28.4,48.4,60.4
8/23/2024 10:00,21.9,38.2,27.8,18.6,47.9
8/23/2024 11:00,25.4,61.4,47,29.3,56.5
8/23/2024 12:00,27,53,3.6,12.4,59.5
8/23/2024 13:00,33,42.7,44.6,40.5,30.9
8/23/2024 14:00,21.2,38.8,28.4,59.6,13.3
8/23/2024 15:00,21.7,33.7,14.4,23.1,52.9
8/23/2024 16:00,30,32.9,25.4,10,69.1
8/23/2024 17:00,27.3,54.7,29,55.7,1.3
8/23/2024 18:00,33.4,34.7,49,13.6,58.3
8/23/2024 19:00,25.7,40.7,12.1,37,37.9
8/23/2024 20:00,30,31.2,19.8,48.1,49
8/23/2024 21:00,31,31.6,12.4,14.8,64.7
8/23/2024 22:00,27.5,64.4,15.6,54.9,48.4
8/23/2024 23:00,26.3,54.5,0.6,22.2,52.4
8/24/2024 0:00,20.3,61.2,21.2,23.4,63.4
8/24/2024 1:00,21.7,44.1,3,52.3,17.3
8/24/2024 2:00,30.5,40.3,39.9,56.4,7.8
8/24/2024 3:00,28.9,47.4,11.6,52.9,38.7
8/24/2024 4:00,20,45.1,47.4,40.6,69.4
8/24/2024 5:00,22.2,30.8,2.2,35.8,34.4
8/24/2024 6:00,23.8,67.2,43.1,13.1,51
8/24/2024 7:00,24.5,43.5,4.1,12.5,23.2
8/24/2024 8:00,31.9,67.8,34.1,9.7,41.9
8/24/2024 9:00,25.1,46.5,27.8,22.9,44.7
8/24/2024 10:00,30.6,33.4,42.6,34.3,42.9
8/24/2024 11:00,32.8,40.7,28,20.8,53.7
8/24/2024 12:00,29.6,50.6,15.8,29.2,4.2
8/24/2024 13:00,28.6,32.9,40.1,56.6,30.3
8/24/2024 14:00,33.6,57.2,26.7,24.4,51.2
8/24/2024 15:00,25.9,47.7,7.6,26.3,18.4
8/24/2024 16:00,28.2,37.4,1.1,22.7,26.3
8/24/2024 17:00,25.1,55.5,49.4,11.2,47.1
8/24/2024 18:00,24.5,48.1,39.6,32.3,66.7
8/24/2024 19:00,26.6,65.3,14.7,55.9,67.6
8/24/2024 20:00,31.8,33.4,31.1,6.3,16.5
8/24/2024 21:00,29,30.6,37,39.1,65.8
8/24/2024 22:00,22.9,39,26.3,51.7,18.4
8/24/2024 23:00,21.9,54.1,17,12,3
8/25/2024 0:00,31.1,31.6,39.9,24.4,3.6
8/25/2024 1:00,26.4,41.2,2.3,22.7,34.7
8/25/2024 2:00,29.6,46,25.5,58.2,4.8
8/25/2024 3:00,30.3,36.5,23,10.2,33.6
8/25/2024 4:00,22.4,63.8,1.6,53,47.9
8/25/2024 5:00,32.4,37.5,14.4,34.6,44.6
8/25/2024 6:00,31.1,65.5,26.9,40.5,68.3
8/25/2024 7:00,24,68.6,32.4,37,35.4
8/25/2024 8:00,32.1,45.1,38,44.8,55.2
8/25/2024 9:00,29.9,61.4,39.1,54.7,56.2
8/25/2024 10:00,32.4,64.1,0.5,12.9,66.6
8/25/2024 11:00,20.8,62.9,32.4,24.3,21.5
8/25/2024 12:00,30.7,68.4,27.8,59.4,12.6
8/25/2024 13:00,23.3,58,2.3,18.1,25.7
8/25/2024 14:00,22.1,30.7,14.6,43.9,51.3
8/25/2024 15:00,25.2,50,2.3,47.3,40.8
8/25/2024 16:00,29.8,55.8,19.1,28.1,68.7
8/25/2024 17:00,33.1,30,3.7,35,36.5
8/25/2024 18:00,33.9,39.9,11.1,56.2,46.7
8/25/2024 19:00,28.1,58.8,21.9,34.2,31.9
8/25/2024 20:00,20.8,64.9,2.4,12.4,47.7
8/25/2024 21:00,34.7,36,47,42.3,34.2
8/25/2024 22:00,23.9,65.5,10.1,8.9,23.1
8/25/2024 23:00,22.9,55.4,16.7,8.1,35.8
8/26/2024 0:00,33.9,55.2,11.6,40.4,42.8
8/26/2024 1:00,32.5,65.6,34,48.2,38.3
8/26/2024 2:00,20.8,63.6,48.1,36.8,43.2
8/26/2024 3:00,27.2,37.6,16.7,41.6,56
8/26/2024 4:00,33.9,65.4,37.9,26,19
8/26/2024 5:00,22.9,39,37.4,12.4,4
8/26/2024 6:00,24.3,66.2,33,51.2,31.1
8/26/2024 7:00,31.6,60.8,13.4,11.1,5.2
8/26/2024 8:00,28.2,63.4,15.5,18.3,58.4
8/26/2024 9:00,26.7,62.2,39.3,2.6,52.3
8/26/2024 10:00,29.3,58.9,3,27.2,51.8
8/26/2024 11:00,30.7,33.5,43.6,27.3,10.1
8/26/2024 12:00,20.9,67.5,9.2,8.2,45.7
8/26/2024 13:00,32,60.4,36.6,39.7,28.7
8/26/2024 14:00,30.9,64.6,31.1,7.4,48.8
8/26/2024 15:00,27.4,63.8,50,31.1,45.2
8/26/2024 16:00,29.1,50.8,8.7,39.2,52
8/26/2024 17:00,27.3,30.2,18.9,1.9,32.7
8/26/2024 18:00,34.8,38,27.6,9.6,41.8
8/26/2024 19:00,30.3,40,28.1,3.4,46.5
8/26/2024 20:00,25.1,46.9,42.1,9.1,66
8/26/2024 21:00,30.6,45.5,45.1,21.6,39
8/26/2024 22:00,30.2,33.1,33.3,43.8,5.9
8/26/2024 23:00,25.6,61.1,37.6,51.6,22.2
8/27/2024 0:00,32.3,67.4,32.1,49.7,53.4
8/27/2024 1:00,23.9,62.6,19.7,53.7,60.2
8/27/2024 2:00,33.3,68,44.4,38.8,6.3
8/27/2024 3:00,24.3,41.1,6.6,54.5,58.8
8/27/2024 4:00,23.7,37.7,39.6,57.8,21.2
8/27/2024 5:00,29.7,59.3,24.3,13.1,6.8
8/27/2024 6:00,20.4,31.4,2.7,52,51.1
8/27/2024 7:00,29.9,56.5,31.6,33,5.8
8/27/2024 8:00,23.9,32.8,30.8,53.5,3.8
8/27/2024 9:00,33.8,65.2,2.1,34.6,40.7
8/27/2024 10:00,33,42.4,39.4,57.4,13.7
8/27/2024 11:00,34.2,56.2,47.9,54.2,49.3
8/27/2024 12:00,22,35.7,18.3,21.8,61.6
8/27/2024 13:00,29.4,50.1,0.8,17.4,18.8
8/27/2024 14:00,25.9,56.5,5.2,34.8,3.4
8/27/2024 15:00,29,41.8,11.3,16,19.1
8/27/2024 16:00,20.1,35.5,47.3,22.5,8.5
8/27/2024 17:00,20.8,58.6,31,53.5,63.1
8/27/2024 18:00,23.2,40.1,38.6,16.1,40.3
8/27/2024 19:00,31.4,59.9,1,23.3,60.2
8/27/2024 20:00,22.4,58.8,31.3,6,25.8
8/27/2024 21:00,20.3,62.7,24,26,24.6
8/27/2024 22:00,22.4,54.8,14.8,35.4,44.6
8/27/2024 23:00,29,56.1,41.3,27.2,13.5
8/28/2024 0:00,22.8,61.2,14.2,13.5,51.4
8/28/2024 1:00,32.8,53.6,21.3,23.7,22
8/28/2024 2:00,33,45,11.1,46.1,7.1
8/28/2024 3:00,32,54.1,18.8,33.6,44.7
8/28/2024 4:00,33.7,50.2,22.5,11.3,41.5
8/28/2024 5:00,23.9,48.1,29.3,8.4,37
8/28/2024 6:00,24,38.3,3,4.9,40.9
8/28/2024 7:00,21.9,46.4,3,10.2,69
8/28/2024 8:00,28.9,59.3,29.7,21.4,28.3
8/28/2024 9:00,24.1,36.6,40.1,32.8,36.9
8/28/2024 10:00,32,54.9,24.2,49.2,23.6
8/28/2024 11:00,32.3,39.1,40.4,40.3,47.6
8/28/2024 12:00,31.3,43.5,39.2,2,34.4
8/28/2024 13:00,29.8,53.1,21.4,2.1,7.6
8/28/2024 14:00,27,65,23,41.3,32.5
8/28/2024 15:00,20.5,54.9,33.5,58.3,16.5
8/28/2024 16:00,23,49.2,4.2,52.6,3
8/28/2024 17:00,23,33.2,28.7,27.8,33.3
8/28/2024 18:00,20.7,57.1,12.5,17.8,17.4
8/28/2024 19:00,28.8,66.5,49.5,1.9,16.8
8/28/2024 20:00,33.1,40.8,19.6,52.2,24.5
8/28/2024 21:00,32.8,55.5,3.7,18,18.9
8/28/2024 22:00,26.2,54.9,14.3,24.4,6.9
8/28/2024 23:00,20.9,33.9,34.3,12.3,2.1
8/29/2024 0:00,26.5,45.4,22.6,46.1,44.1
8/29/2024 1:00,27,58.5,6.5,32.9,66.1
8/29/2024 2:00,24.3,38.7,46.5,40.8,4.3
8/29/2024 3:00,33.6,68.8,7.5,51.9,6.2
8/29/2024 4:00,32.6,41.7,42.9,32.3,25.3
8/29/2024 5:00,30.1,38.4,12.8,37.4,44
8/29/2024 6:00,27.7,64.9,15.1,56.6,12.7
8/29/2024 7:00,24.7,38.4,1.8,16.4,3.3
8/29/2024 8:00,33.7,64,40,58.1,17.5
8/29/2024 9:00,27.2,52.2,8.9,21.9,63.5
8/29/2024 10:00,27.2,60.8,28.1,17.9,56.9
8/29/2024 11:00,28.7,51.9,36.9,40.9,69.1
8/29/2024 12:00,24.6,38.6,47.2,6.9,16.3
8/29/2024 13:00,21.7,68.7,31.4,56.7,39.3
8/29/2024 14:00,27.7,55.8,44.1,39.6,52.7
8/29/2024 15:00,33.7,50,11.1,30.2,21.3
8/29/2024 16:00,21,40.1,33,56.3,38.5
8/29/2024 17:00,33.7,52.3,7.6,10.7,13.9
8/29/2024 18:00,26.2,40.1,41.2,21,43.9
8/29/2024 19:00,25.2,39.7,44.5,33.1,35.4
8/29/2024 20:00,27.5,50.2,49.3,52.9,66.8
8/29/2024 21:00,22.9,39.5,13.7,46.9,18.5
8/29/2024 22:00,32,67.1,36.7,31.4,56.2
8/29/2024 23:00,25.4,54.5,8.9,30.5,15
8/30/2024 0:00,33.9,46,49.6,10.2,54.9
8/30/2024 1:00,26.7,65,41.5,23.4,43.7
8/30/2024 2:00,20.8,60.1,24.2,55.8,50.7
8/30/2024 3:00,22.4,30.7,25.9,52.5,45.7
8/30/2024 4:00,28.4,39.1,45.2,30.9,39.9
8/30/2024 5:00,20.5,38,20.9,48.5,47.8
8/30/2024 6:00,30,56.4,2.3,32,39.9
8/30/2024 7:00,24.4,65.3,30.5,21.8,50
8/30/2024 8:00,21.9,60,11.1,30.3,54.5
8/30/2024 9:00,26.6,31.7,22.2,26.8,51.6
8/30/2024 10:00,29.6,36.3,35.5,9.8,7.5
8/30/2024 11:00,32.4,67.6,8.7,59.2,23.7
8/30/2024 12:00,32.9,68.4,31.5,50.1,46.1
8/30/2024 13:00,30.1,56.1,42.1,21.9,29.2
8/30/2024 14:00,34.7,30.3,37,47.3,33.8
8/30/2024 15:00,34.8,40.8,34.2,9.9,36.7
8/30/2024 16:00,32.7,48.3,38.9,29.3,8.4
8/30/2024 17:00,22.4,36.9,1.1,57.5,22.3
8/30/2024 18:00,25.4,61.4,46.9,13.9,28.7
8/30/2024 19:00,32.8,54.5,45.1,44.9,42.1
8/30/2024 20:00,32.5,41.6,12.5,37.7,55.4
8/30/2024 21:00,24.3,69.5,17.6,26.8,50.4
8/30/2024 22:00,26.8,36.6,19,58.2,44.4
8/30/2024 23:00,30.3,42.5,23,46.3,14.5
8/31/2024 0:00,29.2,55.2,31.7,35.1,67.7
8/31/2024 1:00,34.2,43.7,43.5,25.7,42.2
8/31/2024 2:00,20.5,39,32.2,39,15.3
8/31/2024 3:00,22.1,36.4,7.1,14.1,56.9
8/31/2024 4:00,28.2,36.9,31.9,25,51
8/31/2024 5:00,26.4,60.8,18.2,11.2,34.8
8/31/2024 6:00,20.9,33,41.7,28,35.7
8/31/2024 7:00,32.2,63.8,22.4,38.7,17.8
8/31/2024 8:00,24.9,68,10.7,21.1,67.3
8/31/2024 9:00,34.9,30.7,11.4,21.5,69.5
8/31/2024 10:00,29.9,34.7,26.8,29.8,66.5
8/31/2024 11:00,30.7,36.8,28.7,46,16.6
8/31/2024 12:00,31.6,46.2,37.6,14.8,50.9
8/31/2024 13:00,30.9,33.7,13.5,19.7,50.1
8/31/2024 14:00,28.9,53.4,30.4,30.5,43.1
8/31/2024 15:00,24.1,46.2,33.9,20,7.9
8/31/2024 16:00,21,67.2,10.9,51.6,31.6
8/31/2024 17:00,34.6,40.4,18.6,1.7,67.2
8/31/2024 18:00,27.1,31.2,7.7,35.4,60.3
8/31/2024 19:00,27.6,58.4,48,13.7,32
